path,filename,category,phase,status,checks,gate,json_valid,size_bytes,sha256
data/processed/phase6_2/phase6_2_corrected_ood_schema.json,phase6_2_corrected_ood_schema.json,schema,phase6_2,PRESENT,,,,2955,c59133e19c26f4a23f85522bee8e5982e448cddf5600a243552a5088b11efdf6
data/processed/temporal/crss_2024_temporal_cyber_physical_states.parquet,crss_2024_temporal_cyber_physical_states.parquet,other,non_phase,PRESENT,,,,55695680,f7df9fc6d7c1a2e5a868676ea89975839cccde768c9701938fe1b886772ec9b9
data/processed/temporal/crss_2024_temporal_sequence_summary.parquet,crss_2024_temporal_sequence_summary.parquet,other,non_phase,PRESENT,,,,3280221,9aef69bb333e2c4fdb49f020001916c38b6665a869a8b8b9c00aa2b259f251e5
data/processed/temporal/v2/crss_2024_temporal_cyber_physical_states_v2.parquet,crss_2024_temporal_cyber_physical_states_v2.parquet,other,non_phase,PRESENT,,,,57446708,63c745f15449fd0c460179b31e76d5bd689487458fe91953b62b8c8260e2e76f
data/processed/temporal/v2/crss_2024_temporal_sequence_summary_v2.parquet,crss_2024_temporal_sequence_summary_v2.parquet,other,non_phase,PRESENT,,,,3740878,e8ab25cc87baa00a151a26dc6ba1acbd4665279a01c5ed84fe738e5db119f42d
docs/connectivity_resilience.md,connectivity_resilience.md,documentation,documentation,PRESENT,,,,3459,c561f7ec2c56878859ad9d3775032a482490743547549218303e72eb19d7c995
docs/cortex_xdr_integration.md,cortex_xdr_integration.md,documentation,documentation,PRESENT,,,,10274,ba39ee0ad5919d2458cf6346350a56bddb5e51988de12eeaa7a5b0a18faf745d
docs/data_architecture.md,data_architecture.md,documentation,documentation,PRESENT,,,,7554,dfb847a5e5253339cd3704f81347101557b80dc3f299b09215aff0d51d3f2f69
docs/research_questions.md,research_questions.md,documentation,documentation,PRESENT,,,,3064,1b2f380192f54414bc7c16ab52aac56ad5fe8e1619984b071825f246834e7a64
docs/safety_architecture.md,safety_architecture.md,documentation,documentation,PRESENT,,,,7741,f80fcb4921dd84e7d65d566025a3829d7974a5f98d5b248ad157b49f6097bcda
docs/system_architecture.md,system_architecture.md,documentation,documentation,PRESENT,,,,4820,7db89c1aa83fc33017fcfc3adbafc4592d898f7e4afcafed69621100d54693da
docs/threat_model.md,threat_model.md,documentation,documentation,PRESENT,,,,3504,3bc21a1979376f650ce033a2ca111213d7ccc18797932d5f1be9921a8e03fa38
experiments/can_hil/phase5_10/phase5_10_cyber_physical_attack_manifest.json,phase5_10_cyber_physical_attack_manifest.json,manifest,phase5_10,PASS,,,True,1573,fc7fb44d4c8586de4b2702b431c3c9df99f61f8561e37c166a28e5bd6fcc01eb
experiments/can_hil/phase5_11/phase5_11_predictive_detection_manifest.json,phase5_11_predictive_detection_manifest.json,manifest,phase5_11,PASS,,,True,13000,bb0cc3cf6338ad15653ed9c7621005740f77a8da0e3529ec9f0767b82049940a
experiments/can_hil/phase5_12/phase5_12_uncertainty_ood_manifest.json,phase5_12_uncertainty_ood_manifest.json,manifest,phase5_12,PASS,,,True,4268,046426e3d133677ac371de00a8002260d85e759a33713b2514817eb81d6470a9
experiments/can_hil/phase5_13/phase5_13_latency_realtime_manifest.json,phase5_13_latency_realtime_manifest.json,manifest,phase5_13,PASS,,,True,20747,aed23e82a9c12479c5649a54eab4a802cc710ec0773431d97747c0914a2164b5
experiments/can_hil/phase5_13/phase5_13_ood_uncertainty_manifest.json,phase5_13_ood_uncertainty_manifest.json,manifest,phase5_13,PASS,"{'PASS input_exists': True, 'PASS input_rows_positive': True, 'PASS required_columns_detected': True, 'PASS uncertainty_finite': True, 'PASS ood_finite': True, 'PASS y3_finite': True, 'PASS y6_finite': True, 'PASS scenarios_present': True, 'PASS scenario_csv_exists': True, 'PASS extreme_ood_csv_exists': True, 'PASS extreme_uncertainty_csv_exists': True, 'PASS summary_json_exists': True}",,True,1608,3c1a0437f2b73425ccd9a937da4ee95635579746b04d1e5d51a843021bd40ba4
experiments/can_hil/phase5_14/phase5_14_forensic_buffer_manifest.json,phase5_14_forensic_buffer_manifest.json,manifest,phase5_14,PASS,,,True,8232,5d649ceb0ed61e9268ba45b2aea7123459a3eb64eb1dc95deda09117a07e69dd
experiments/can_hil/phase5_15/phase5_15_integrity_tamper_manifest.json,phase5_15_integrity_tamper_manifest.json,manifest,phase5_15,PASS,,,True,7086,b5c1f188e3f99de4b916291daff4e8fef15c5f9d34d304ea14d4339aaa1a711f
experiments/can_hil/phase5_16/phase5_16_connectivity_recovery_manifest.json,phase5_16_connectivity_recovery_manifest.json,manifest,phase5_16,PASS,,,True,7906,f6de1f9d6b88dfb9c15b1f20e2448d2ebaa7c9ddaa9879d6b2ba6316823b9fae
experiments/can_hil/phase5_17/phase5_17_secure_synchronization_manifest.json,phase5_17_secure_synchronization_manifest.json,manifest,phase5_17,PASS,,,True,17826,6572e2abdb947ee51d4459dee0c0b7948f611acc7ae5804f23221e59f418739d
experiments/can_hil/phase5_18/phase5_18_adversarial_integrity_validation_manifest.json,phase5_18_adversarial_integrity_validation_manifest.json,manifest,phase5_18,PASS,,,True,15374,e52189c0a79d054d0c35d37b52516627b12b6d01ec509e9b1d35ea799aa41c5d
experiments/can_hil/phase5_19/phase5_19_end_to_end_resilience_validation_manifest.json,phase5_19_end_to_end_resilience_validation_manifest.json,manifest,phase5_19,PASS,,,True,16532,b1b588e94c2c32112765e5d28ac7db9b3d627a2602d682b40bac3a6bfd005334
experiments/can_hil/phase5_20/phase5_20_resilience_scorecard_manifest.json,phase5_20_resilience_scorecard_manifest.json,manifest,phase5_20,PASS,,,True,19518,93e46f38e4c3136042bfbf687a3b562cfd8dfbb474eade6a312b0c4c7bb55434
experiments/can_hil/phase5_21/phase5_21_resilience_evidence_matrix_manifest.json,phase5_21_resilience_evidence_matrix_manifest.json,manifest,phase5_21,PASS,,,True,19349,bf420122dcc7d7d2c34f7646bc9460ac5e1f9b61f84c01b1827bd046366abeff
experiments/can_hil/phase5_9/phase5_9_controlled_can_anomaly_manifest.json,phase5_9_controlled_can_anomaly_manifest.json,manifest,phase5_9,PASS,,,True,3668,1915ea48437bda004390199c0fc5c2b2501693ed93a42cf6c735812c3c34d2e2
experiments/final_release/final_integrated_audit.json,final_integrated_audit.json,release_artifact,final_release,PRESENT,,,,11006,3dedee513b9858a960f5518375dd917e4c360f9ef1ba3cd7cff6fc41ce4e53ee
experiments/final_release/final_integrated_audit_v2.json,final_integrated_audit_v2.json,release_artifact,final_release,PRESENT,,,,12798,808582c23fd26726152303239a4ac0cd3eae953728113c59b691158f69183887
experiments/integration/phase4_40/crss_2024_phase4_40_final_release_manifest.json,crss_2024_phase4_40_final_release_manifest.json,manifest,phase4_40,PASS,"{'phase4_37_report_present': True, 'phase4_37_status_pass': True, 'phase4_38_report_present': True, 'phase4_38_status_pass': True, 'phase4_39_report_present': True, 'phase4_39_status_pass': True, 'canonical_explainability_schema_present': True, 'canonical_explainability_schema_valid': True, 'artifact_registry_present': True, 'artifact_registry_status_pass': True, 'all_frozen_checkpoints_present': True, 'all_forecasting_tensors_present': True, 'no_unresolved_merge_conflicts': True}",,True,4962,7b63db9fbe4cf90a0c109938ea25d833881e8055ccf172ec7c7b530ef65e35da
experiments/modeling/v2/evidence/crss_2024_v2_phase4_25_evidence_manifest.json,crss_2024_v2_phase4_25_evidence_manifest.json,manifest,non_phase,PASS,,,True,6866,8df6ebabf2f54175cd829e74017ef40696a71a69aa4dc9c01d75cbe74f74c2fa
experiments/phase6_1/phase6_1_integrated_validation_manifest.json,phase6_1_integrated_validation_manifest.json,manifest,phase6_1,PASS_WITH_SCIENTIFIC_REVIEW_REQUIRED,,,True,2669,ad8b30ad0aebb5d0694db8fd5f0987d1db6b254e2071e8801d24d2ab2973e300
experiments/phase6_2/phase6_2_corrected_ood_manifest.json,phase6_2_corrected_ood_manifest.json,manifest,phase6_2,PASS,,,True,4767,3c2220d7e70de61d7c8611cc85feb92d79dc5e956622bb23ecd8d3b47b00d854
experiments/phase6_3/phase6_3_scientific_review_manifest.json,phase6_3_scientific_review_manifest.json,manifest,phase6_3,SCIENTIFIC_REVIEW_ACCEPTED_WITH_LIMITATIONS,,,True,1028,61e9cda06954415274f54a17823bc6cfff3aca2efe2fa5ab7162ad1078785bdd
experiments/phase6_4/phase6_4_uncertainty_calibration_manifest.json,phase6_4_uncertainty_calibration_manifest.json,manifest,phase6_4,PASS_WITH_CALIBRATION_LIMITATIONS,,,True,1032,184289ca28801edd8a631816b6b2aa8385022d87b0bee5efc25ddee9a1485eb4
experiments/release/final_release_manifest.json,final_release_manifest.json,release_artifact,final_release,PRESENT,,,,4962,7b63db9fbe4cf90a0c109938ea25d833881e8055ccf172ec7c7b530ef65e35da
models/v2/advanced/crss_2024_v2_temporal_transformer_best.pt,crss_2024_v2_temporal_transformer_best.pt,model_checkpoint,model,PRESENT,,,,4946461,d54cfc5fb5613fef5bdfd6ac4b2ce780ebd2e64ca47b7e57c630dae3d323a754
models/v2/advanced/crss_2024_v2_temporal_transformer_controlled_best.pt,crss_2024_v2_temporal_transformer_controlled_best.pt,model_checkpoint,model,PRESENT,,,,4967067,3dfa17f3c2630366eec1276ed09c9fbe78cc57535cdab603ec627fa2e1eb343a
models/v2/uncertainty/phase4_27/transformer_y6_seed_42_best.pt,transformer_y6_seed_42_best.pt,model_checkpoint,model,PRESENT,,,,1645912,7f1e099b2287d45daa5c241b30219100e4a5e4b1cff5649182e1c481c64e3c6a
models/v2/uncertainty/phase4_27/transformer_y6_seed_52_best.pt,transformer_y6_seed_52_best.pt,model_checkpoint,model,PRESENT,,,,1645912,7aaa5a29168f4b5cbcec14008c4dad17a4d9a8111690ddb1eecdc24e1327e844
models/v2/uncertainty/phase4_27/transformer_y6_seed_62_best.pt,transformer_y6_seed_62_best.pt,model_checkpoint,model,PRESENT,,,,1645912,47212e284dc47c1351fbf1aada838e40041cf69f9d91498c5bdf428b99ee8ac0
models/v2/uncertainty/phase4_27b_2/temporal_predictor_best.pt,temporal_predictor_best.pt,model_checkpoint,model,PRESENT,,,,789817,c4c0658d4ce8339081ec96cc31808176598bc61f0adf174c5bb7b702f9ce5eb4
