dataset,year,table,variable,role,family,manual_page,manual_text
CRSS,2024,person.csv,AGE,candidate_feature,occupant_person,790,"Appendix B: 2024 Consistency Checks 
B-69 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
D190 
HIT-AND-RUN equals 1,   
DRIVER'S ZIP CODE should not 
equal 00000. 
U070 
UNLIKELY: More than one vehicle 
with HIT-AND-RUN equal to 1. 
-- 
U340 
UNLIKELY: HIT-AND-RUN equals 
0, and SEX equals 9. 
-- 
U360 
UNLIKELY: AGE equals 999 and 
HIT-AND-RUN is not equal to 1. 
-- 
U450 
UNLIKELY: REGISTRATION 
STATE equals 91 if HIT-AND-RUN 
does not equal 1. 
-- 
U510 
UNLIKELY: VEHICLE MODEL 
YEAR equals 9998 if HIT-AND-RUN 
does not equal 1. 
-- 
U520 
UNLIKELY: RESTRAINT SYSTEM 
USE Subfield-1 Type of Restraint 
System in Use equals 98 if not a 
Created Record and HIT-AND-RUN 
does not equal 1. 
-- 
U690 
UNLIKELY: UNIT TYPE equals 2-4 
and HIT-AND-RUN equals 1. 
-- 
U730 
UNLIKELY: HELMET USE Subfield 
1-Helmet Use equals 98 if not a 
created record and HIT-AND-RUN 
does not equal 1. 
-- 
V881 
HIT-AND-RUN equals 1, 
VEHICLE TOWED should not equal 
8 or 9. 
V882 
HIT-AND-RUN equals 1, and 
PERSON TYPE equals 01, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY should 
equal 0 for this person. 
V999 
HIT-AND-RUN equals 1 and vPIC 
MAKE equals 99998 (Not Reported), 
vPIC MODEL equals 99998 (Not 
Reported), and vPIC BODY CLASS 
equals 998 (Not Reported) or  vPIC 
MAKE equals 99999 (Unknown), 
vPIC MODEL equals 99999 
(Unknown), and vPIC BODY CLASS 
equals 999 (Unknown),  
VEHICLE TOWED should equal 5."
CRSS,2024,person.csv,AGE,candidate_feature,occupant_person,824,"Appendix B: 2024 Consistency Checks 
B-103 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
Country), 110 (Motorcycle - 
Underbone),  113 (Off-road Vehicle - 
Motocross (Off-road short distance, 
closed track racing)), 114 (Motorcycle 
- Competition), or 125 (Motorcycle - 
Unknown Body Type), and the 
CRASH EVENTS event equals 54, 
and the corresponding AREAS OF 
IMPACT (THIS VEHICLE) equals 19 
or 20 in that row, 
8P0P 
PERSON TYPE equals 01, and AGE 
is less than 008, 
vPIC BODY CLASS must equal 4 
(Low Speed Vehicle (LSV) / 
Neighborhood Electric Vehicle 
(NEV)),  12 (Motorcycle - Scooter), 87 
(Motorcycle - Small / Minibike), 88 
(Off-road Vehicle - Go Kart), 97 (Off-
road Vehicle - Snowmobile), 069 (Off-
road Vehicle - All Terrain Vehicle 
(ATV) (Motorcycle-style)) and 105 
(Off-road Vehicle - Multipurpose Off-
Highway Utility Vehicles [MOHUV] 
or Recreational Off-Highway Vehicle 
[ROV]) , 124 (Off-road Vehicle - Golf 
Cart), 125 (Motorcycle - Unknown 
Body Type), 997 (Other), 998 (Not 
Reported), or 999 (Unknown). 
908P 
TRAILER VEHICLE 
IDENTIFICATION NUMBER (VIN) 
does not equal 0s, 7s, 8s, or 9s, 
the trailer VIN decode VPIC BODY 
CLASS must equal “Trailer” or 
“Incomplete - Trailer Chassis.” 
981P 
vPIC BODY CLASS equals 006 
(Motorcycle - Standard), 012 
(Motorcycle - Scooter), 069 (Off-road 
Vehicle - All Terrain Vehicle (ATV) 
(Motorcycle-style)), 080 (Motorcycle - 
Sport), 081 (Motorcycle - 
Touring/Sport Touring), 082 
(Motorcycle - Cruiser), 083 
(Motorcycle - Three-Wheeled 
Motorcycle [2 Rear Wheels]), 084 
(Off-Road Vehicle - Dirt Bike/Off-
Road), 085 (Motorcycle - Dual 
Sport/Adventure/Supermoto/On/Off-
road), 086 (Off-Road Vehicle - Enduro 
(Off-road long-distance racing)), 087 
HELMET USE Subfield 1 Helmet Use 
must equal 05, 16, 17, 19, 98, or 99."
CRSS,2024,person.csv,AGE,candidate_feature,occupant_person,976,"Appendix B: 2024 Consistency Checks 
B-255 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
RELATED FACTORS-DRIVER 
LEVEL equals 019, 
7K0P 
any CITATIONS ISSUED equals 71, 
NON-CDL LICENSE STATUS must 
equal 0, 1, 2, or COMMERCIAL 
MOTOR VEHICLE LICENSE 
STATUS must equal 01, 02, 05. 
8I0P 
NON-CDL LICENSE STATUS equals 
0-4, 9, 
RELATED FACTORS-DRIVER 
LEVEL must not equal 019. 
8J0P 
NON-CDL LICENSE TYPE equals 0, 
NON-CDL LICENSE STATUS must 
equal 0. 
8J1P 
NON-CDL LICENSE STATUS equals 
0, 
NON-CDL LICENSE TYPE must 
equal 0. 
D060 
NON-CDL LICENSE STATUS equals 
1-4, 6, or COMMERCIAL MOTOR 
VEHICLE LICENSE STATUS equals 
1-8, and PERSON TYPE equals 01, 
AGE should not be less than 015. 
D100 
NON-CDL LICENSE STATUS equals 
9, 
all driver history counters PREVIOUS 
RECORDED CRASHES should equal 
99. 
D110 
NON-CDL LICENSE STATUS equals 
9, 
all driver history counters should equal 
99. 
D120 
NON-CDL LICENSE STATUS equals 
9, 
all driver history counters PREVIOUS 
DWI CONVICTIONS should equal 
99. 
D130 
NON-CDL LICENSE STATUS equals 
9, 
all driver history counters PREVIOUS 
SPEEDING CONVICTIONS should 
equal 99. 
D140 
NON-CDL LICENSE STATUS equals 
9, 
all driver history counters PREVIOUS 
OTHER MOVING VIOLATION 
CONVICTIONS should equal 99. 
D160 
NON-CDL LICENSE STATUS does 
not equal 9, or COMMERCIAL 
MOTOR VEHICLE LICENSE 
STATUS does not equal 99, 
DRIVER’S ZIP CODE should not 
equal 99998 or 99999. 
D260 
NON-CDL LICENSE STATUS equals 
9, or COMMERCIAL MOTOR 
VEHICLE LICENSE STATUS equals 
99, 
COMPLIANCE WITH LICENSE 
RESTRICTIONS should not equal 0."
CRSS,2024,person.csv,AGE,candidate_feature,occupant_person,977,"Appendix B: 2024 Consistency Checks 
B-256 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
D340 
NON-CDL LICENSE STATUS equals 
1-4, 6, 9, or COMMERCIAL MOTOR 
VEHICLE LICENSE STATUS equals 
01-08, 99, 
LICENSE COMPLIANCE WITH 
CLASS OF VEHICLE should not 
equal 0. 
D350 
any CITATIONS ISSUED equals 71, 
NON-CDL LICENSE STATUS 
should not equal 0, 3, 6, 9. 
D380 
NON-CDL LICENSE STATUS equals 
9, 
LICENSE COMPLIANCE WITH 
CLASS OF VEHICLE should equal 1 
or 9. 
D390 
NON-CDL LICENSE STATUS equals 
0, 
LICENSE COMPLIANCE WITH 
CLASS OF VEHICLE should not 
equal 2, 3, 8, 9. 
D400 
NON-CDL LICENSE STATUS equals 
0-4, 
LICENSE COMPLIANCE WITH 
CLASS OF VEHICLE should not 
equal 3, 8, 9. 
D620 
NON-CDL LICENSE TYPE equals 7, 
AGE (for the driver) should equal 014-
016. 
D630 
NON-CDL LICENSE TYPE equals 2, 
AGE (for the driver) should equal 015-
017. 
D640 
AGE equals 014-017, and PERSON 
TYPE equals 01, 
NON-CDL LICENSE TYPE should 
equal 2, 7. 
D650 
AGE equals 018-120, and PERSON 
TYPE equals 01,  
NON-CDL LICENSE TYPE should 
equal 1. 
D680 
NON-CDL LICENSE TYPE does not 
equal 0, 9, 
NON-CDL LICENSE STATUS 
should not equal 0, 9. 
D690 
NON-CDL LICENSE TYPE equals 2, 
7, and COMPLIANCE WITH 
LICENSE RESTRICTIONS equals 2, 
RELATED FACTORS-DRIVER 
LEVEL should equal 073, 074. 
D700 
NON-CDL LICENSE TYPE equals 1, 
and COMPLIANCE WITH LICENSE 
RESTRICTIONS equals 2, 
RELATED FACTORS-DRIVER 
LEVEL should equal 074. 
D710 
DRIVER’S LICENSE STATE equals 
02, 04, 09, 15, 20, 30, 38, 
NON-CDL LICENSE TYPE should 
not equal 2. 
D730 
RELATED FACTORS-DRIVER 
LEVEL equals 073, 
COMPLIANCE WITH LICENSE 
RESTRICTIONS should equal 2, and 
NON-CDL LICENSE TYPE should 
equal 2, 7."
CRSS,2024,person.csv,AGE,candidate_feature,occupant_person,978,"Appendix B: 2024 Consistency Checks 
B-257 
2024 FARS/CRSS Coding and Validation Manual 
Commercial Motor Vehicle License Status—FARS Only 
Error ID 
IF 
THEN 
1H3F 
DRIVER PRESENCE equals 0, 9, 
NON-CDL LICENSE STATUS and 
COMMERCIAL MOTOR VEHICLE 
LICENSE STATUS must be blank. 
1I0P 
DRIVER’S LICENSE STATE equals 
99, 
NON-CDL LICENSE STATUS must 
not equal 0-4, 6, and COMMERCIAL 
MOTOR VEHICLE LICENSE 
STATUS must not 00-08. 
5I1P 
NON-CDL LICENSE STATUS for 
this person equals 9, 
COMMERCIAL MOTOR VEHICLE 
LICENSE STATUS should equal 99. 
6I0P 
NON-CDL LICENSE STATUS equals 
9, and COMMERCIAL MOTOR 
VEHICLE LICENSE STATUS equals 
00, 
COMPLIANCE WITH LICENSE 
RESTRICTIONS must not equal 1-3. 
7K0P 
any CITATIONS ISSUED equals 71, 
NON-CDL LICENSE STATUS must 
equal 0, 1, 2, or COMMERCIAL 
MOTOR VEHICLE LICENSE 
STATUS must equal 01, 02, 05. 
BN0P 
DRIVER PRESENCE equals 0, 9, 
COMMERCIAL MOTOR VEHICLE 
LICENSE STATUS must be blank. 
CC0P 
COMMERCIAL MOTOR VEHICLE 
LICENSE STATUS equals 00, 99, 
COMPLIANCE WITH CDL 
ENDORSEMENTS must not equal 1. 
D060 
NON-CDL LICENSE STATUS equals 
1-4, 6, or COMMERCIAL MOTOR 
VEHICLE LICENSE STATUS equals 
1-8, and PERSON TYPE equals 01, 
AGE should not be less than 015. 
D160 
NON-CDL LICENSE STATUS does 
not equal 9, or COMMERCIAL 
MOTOR VEHICLE LICENSE 
STATUS does not equal 99, 
DRIVER’S ZIP CODE should not 
equal 99998 or 99999. 
D260 
NON-CDL LICENSE STATUS equals 
9, or COMMERCIAL MOTOR 
VEHICLE LICENSE STATUS equals 
99, 
COMPLIANCE WITH LICENSE 
RESTRICTIONS should not equal 0. 
D270 
POWER UNIT GVWR_From and 
POWER UNIT GVWR_To equals 17-
18, or VEHICLE CONFIGURATION 
equals 21, or HM2 equals 2,  
COMMERCIAL MOTOR VEHICLE 
LICENSE STATUS should not equal 
00."
CRSS,2024,person.csv,AGE,candidate_feature,occupant_person,995,"Appendix B: 2024 Consistency Checks 
B-274 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
1L7P 
RELATED FACTORS - DRIVER 
LEVEL equals 104, 
RELATED FACTORS - DRIVER 
LEVEL should not equal 016 for this 
driver. 
2H0F 
DRIVER PRESENCE equals 0, 9, 
RELATED FACTORS-DRIVER 
LEVEL must not equal 004, 010, 012, 
013, 015, 016, 019, 052, 053, 058, 
059, 073, 074, 077-089, 094-097, 100, 
or 102-107. 
2L0P 
Any RELATED FACTORS-DRIVER 
LEVEL equal 000, 
only that one code and no other must 
be coded. 
5L0F 
RELATED FACTORS-DRIVER 
LEVEL equals 020, 
DRIVER PRESENCE must not equal 
1, 9. 
5L0P 
any RELATED FACTORS-DRIVER 
LEVEL equals 010, 
DRIVER DISTRACTED BY must 
equal 00. 
5L1F 
RELATED FACTORS-DRIVER 
LEVEL equals 004, 010, 012, 013, 
015, 016, 019, 052, 053, 058, 059, 
073, 074, 077-088, 094-097, 100, or 
102-107, 
DRIVER PRESENCE must not equal 
0 or 9. 
5M4G 
SPECIAL USE equals 05 and 
PERSON TYPE equals 01, 
at least one RELATED FACTORS - 
DRIVER LEVEL should equal 016 or 
105. 
6K0P 
any CITATIONS ISSUED, 
RELATED FACTORS-DRIVER 
LEVEL must not equal 019. 
6K1P 
CITATIONS ISSUED equals 17, 
RELATED FACTORS - DRIVER 
LEVEL should also equal 107. 
7L0P 
Any RELATED FACTORS-DRIVER 
LEVEL can be used only once per 
driver form. 
-- 
9C6P 
UNIT TYPE equals 2-4, 
RELATED FACTORS-DRIVER 
LEVEL must equal 000. 
9L0F 
PERSON TYPE equals 01, and 
RELATED FACTORS-DRIVER 
LEVEL equals 012, 
SEX should equal 2, and AGE should 
be greater than 012. 
9L0P 
any RELATED FACTORS-DRIVER 
LEVEL equals 010, 
ATTEMPTED AVOIDANCE 
MANEUVER must equal 01. 
A080 
DRIVER PRESENCE equals 0, and 
FIRST HARMFUL EVENT equals 12, 
one RELATED FACTORS-DRIVER 
LEVEL should equal 020 or 054."
CRSS,2024,person.csv,AGE,candidate_feature,occupant_person,1037,"Appendix B: 2024 Consistency Checks 
B-316 
2024 FARS/CRSS Coding and Validation Manual 
Person Level (Motor Vehicle Occupant) 
Vehicle Number – Person Level (MV Occupant) 
Error ID 
IF 
THEN 
CSI5 
VEHICLE NUMBER at the Person 
Level is greater than 000, 
VEHICLE NUMBER at the Person 
Level must equal a VEHICLE 
NUMBER at the Vehicle Level. 
Person Number 
Error ID 
Error Message 
CSI6 
For each VEHICLE NUMBER, PERSON NUMBERS must be consecutive, 
beginning with 001 and with no gaps. 
Age 
Error ID 
IF 
THEN 
2S4P 
AGE equals 000-004 and 
RESTRAINT SYSTEM USE Subfield 
1-Type of Restraint System in Use 
does not equal 04, 10, 11, 12, 20, 98, 
or 99, 
RESTRAINT SYSTEM USE Subfield 
2 - Indication of Restraint System 
Misuse must equal 1. 
2S5P 
AGE equals 005-007 and 
RESTRAINT SYSTEM USE Subfield 
1-Type of Restraint System in Use 
does not equal 04, 10, 12, 20, 98, or 
99, 
RESTRAINT SYSTEM USE Subfield 
2 - Indication of Restraint System 
Misuse must equal 1. 
7P0F 
PERSON TYPE equals 01, 
AGE must not be less than 002. 
8P0P 
PERSON TYPE equals 01, and AGE 
is less than 008, 
vPIC BODY CLASS must equal 4 
(Low Speed Vehicle (LSV) / 
Neighborhood Electric Vehicle 
(NEV)),  12 (Motorcycle - Scooter), 87 
(Motorcycle - Small / Minibike), 88 
(Off-road Vehicle - Go Kart), 97 (Off-
road Vehicle - Snowmobile), 069 (Off-
road Vehicle - All Terrain Vehicle 
(ATV) (Motorcycle-style)) and 105 
(Off-road Vehicle - Multipurpose Off-
Highway Utility Vehicles [MOHUV] 
or Recreational Off-Highway Vehicle 
[ROV]) , 124 (Off-road Vehicle - Golf 
Cart), 125 (Motorcycle - Unknown"
CRSS,2024,person.csv,AGE,candidate_feature,occupant_person,1038,"Appendix B: 2024 Consistency Checks 
B-317 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
Body Type), 997 (Other), 998 (Not 
Reported), or 999 (Unknown). 
P010 
PERSON TYPE equals 01, 
AGE should not be less than 012. 
P020 
PERSON TYPE equals 02, 03, 09, and 
RESTRAINT SYSTEM USE 
Subfield-1 Type of Restraint System in 
Use equals 04, 10-12, 
AGE should be less than 010, or equal 
to 998 or 999. 
U120 
UNLIKELY: AGE should not be 
greater than 094, unless equal to 998, 
999. 
-- 
U360 
UNLIKELY: AGE equals 999 and 
HIT-AND-RUNHIT AND RUN is not 
equal to 1. 
-- 
U694 
UNLIKELY: AGE equals 0 and 
RESTRAINT SYSTEM USE 
Subfield-1 Type of Restraint System in 
Use equals 01-03, 06, 08, 20, 97, 98, 
99. 
-- 
U720 
UNLIKELY: AGE equals 0 and 
HELMET USE Subfield 1-Helmet Use 
equals 05, 16, 17, 19, 98, 99. 
-- 
Age—FARS Only 
Error ID 
IF 
THEN 
5W0P 
RELATED FACTORS-PERSON 
LEVEL equals 018, 
SEX should equal 2, and AGE should 
be greater than 012. 
9L0F 
PERSON TYPE equals 01, and 
RELATED FACTORS-DRIVER 
LEVEL equals 012, 
SEX should equal 2, and AGE should 
be greater than 012. 
D060 
NON-CDL LICENSE STATUS equals 
1-4, 6, or COMMERCIAL MOTOR 
VEHICLE LICENSE STATUS equals 
1-8, and PERSON TYPE equals 01, 
AGE should not be less than 015. 
D620 
NON-CDL LICENSE TYPE equals 7, 
AGE (for the driver) should equal 014-
016. 
D630 
NON-CDL LICENSE TYPE equals 2, 
AGE (for the driver) should equal 015-
017."
CRSS,2024,person.csv,AGE,candidate_feature,occupant_person,1039,"Appendix B: 2024 Consistency Checks 
B-318 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
D640 
AGE equals 014-017, and PERSON 
TYPE equals 01, 
NON-CDL LICENSE TYPE should 
equal 2, 7. 
D650 
AGE equals 018-120, and PERSON 
TYPE equals 01,  
NON-CDL LICENSE TYPE should 
equal 1. 
P1A0 
AGE is less than 012, and INJURY 
SEVERITY equals 4, 
FATAL INJURY AT WORK should 
equal 0. 
Sex 
Error ID 
Error Message 
U340 
UNLIKELY: HIT-AND-RUN equals 0, and SEX equals 9. 
Sex—FARS Only 
Error ID 
IF 
THEN 
5W0P 
RELATED FACTORS-PERSON 
LEVEL equals 018, 
SEX should equal 2, and AGE should 
be greater than 012. 
9L0F 
PERSON TYPE equals 01, and 
RELATED FACTORS-DRIVER 
LEVEL equals 012, 
SEX should equal 2, and AGE should 
be greater than 012. 
Person Type 
Error ID 
IF 
THEN 
1N3F 
there is a PERSON TYPE equal to 01 
for this vehicle, 
there must not also be a PERSON 
TYPE equal to 09 for this vehicle. 
1Q0F 
PERSON TYPE equals 01, and vPIC 
BODY CLASS equals 006 
(Motorcycle - Standard), 012 
(Motorcycle - Scooter), 69 (Off-road 
Vehicle - All Terrain Vehicle (ATV) 
(Motorcycle-style)), 080 (Motorcycle - 
Sport), 081 (Motorcycle - 
Touring/Sport Touring), 082 
(Motorcycle - Cruiser), 083 
(Motorcycle - Three-Wheeled 
Motorcycle [2 Rear Wheels]), 084 
(Off-Road Vehicle - Dirt Bike/Off-
Road), 085 (Motorcycle - Dual 
Sport/Adventure/Supermoto/On/Off-
road), 086 (Off-Road Vehicle - Enduro 
SEATING POSITION must not equal 
12-56, 99."
CRSS,2024,person.csv,AGE,candidate_feature,occupant_person,1043,"Appendix B: 2024 Consistency Checks 
B-322 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
6Q0F 
PERSON TYPE equals 02 or 03, and 
vPIC BODY CLASS equals 011 
(Truck), 066 (Truck-Tractor), 128 
(Ambulance), 129 (Street Sweeper), or 
130 (Fire Apparatus), or FINAL 
STAGE BODY CLASS equals 011 
(Truck), 066 (Truck-Tractor), 128 
(Ambulance), 129 (Street Sweeper), or 
130 (Fire Apparatus), 
SEATING POSITION should not 
equal 31-49. 
7M0F 
any RELATED FACTORS-PERSON 
(MV OCCUPANT) LEVEL equals 
026, 028, 029, 033, 037, 040-042, 044, 
045, 047, 051, 052, 057-070, 072-078, 
or 080-083, 
PERSON TYPE must equal 03, 
SEATING POSITION must equal 11, 
and UNIT TYPE must equal 4. 
7P0F 
PERSON TYPE equals 01, 
AGE must not be less than 002. 
7Q0F 
PERSON TYPE equals 09,  
SEATING POSITION must equal 19, 
98, or 99. 
7Z0F 
any SEQUENCE OF EVENTS equals 
05, 06,  
at least one occupant of this vehicle 
(PERSON TYPES 01, 02, 09) must 
have INJURY SEVERITY equal to 1-
5, or blank. 
8P0P 
PERSON TYPE equals 01, and AGE 
is less than 008, 
vPIC BODY CLASS must equal 4 
(Low Speed Vehicle (LSV) / 
Neighborhood Electric Vehicle 
(NEV)),  12 (Motorcycle - Scooter), 87 
(Motorcycle - Small / Minibike), 88 
(Off-road Vehicle - Go Kart), 97 (Off-
road Vehicle - Snowmobile), 069 (Off-
road Vehicle - All Terrain Vehicle 
(ATV) (Motorcycle-style)) and 105 
(Off-road Vehicle - Multipurpose Off-
Highway Utility Vehicles [MOHUV] 
or Recreational Off-Highway Vehicle 
[ROV]) , 124 (Off-road Vehicle - Golf 
Cart), 125 (Motorcycle - Unknown 
Body Type), 997 (Other), 998 (Not 
Reported), or 999 (Unknown). 
9A5P 
PERSON TYPE equals 03, 
UNIT TYPE must equal 2-4. 
9B7P 
UNIT TYPE equals 2-4, 
PERSON TYPE of all occupants of 
this vehicle must equal 03."
CRSS,2024,person.csv,AGE,candidate_feature,occupant_person,1044,"Appendix B: 2024 Consistency Checks 
B-323 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
9L0F 
PERSON TYPE equals 01, and 
RELATED FACTORS-DRIVER 
LEVEL equals 012, 
SEX should equal 2, and AGE should 
be greater than 012. 
CL0P 
PERSON TYPE equals 09, 
any RELATED FACTORS-PERSON 
(MV OCCUPANT) LEVEL must not 
equal 021, 026, 028, 029, 033, 037, 
040-042, 044, 045, 047, 051, 052, 056-
070, 072-078, 080-083, 089, 104, or 
105. 
D090 
any CITATIONS ISSUED equals 11-
19, and PERSON TYPE equals 01, 03, 
POLICE REPORTED ALCOHOL 
INVOLVEMENT should equal 1, or 
POLICE REPORTED DRUG 
INVOLVEMENT should equal 1. 
FP0F 
PERSON TYPE is blank, 
case status is flawed. 
P010 
PERSON TYPE equals 01, 
AGE should not be less than 012. 
P020 
PERSON TYPE equals 02, 03, 09, and 
RESTRAINT SYSTEM USE 
Subfield-1 Type of Restraint System in 
Use equals 04, 10-12, 
AGE should be less than 010, or equal 
to 998 or 999. 
P030 
SPECIAL USE is not equal to 21 and 
PERSON TYPE equals 01, 
SEATING POSITION should not 
equal 12-19. 
P040 
PERSON TYPE equals 02, 09, 
SEATING POSITION should not 
equal 11. 
P062 
SEATING POSITION equals 56, 
PERSON TYPE must equal 02. 
P071 
PERSON TYPE equals 02, 04-07, 08, 
or 10, and INJURY SEVERITY does 
not equal 4, 
ALCOHOL TEST STATUS should 
not equal 9, ALCOHOL TEST TYPE 
should not equal 99, and ALCOHOL 
TEST RESULT should not equal 999. 
P072 
PERSON TYPE equals 02, 03, and 
INJURY SEVERITY equals 0, and 
ALCOHOL TEST RESULT equals 
996, 
POLICE REPORTED ALCOHOL 
INVOLVEMENT should equal 0, 8. 
P074 
PERSON TYPE equals 02, 04-07, 08, 
or 10, and INJURY SEVERITY does 
not equal 4, 
ALCOHOL TEST STATUS must not 
equal 8, ALCOHOL TEST TYPE 
must not equal 95, and ALCOHOL 
TEST RESULT must not equal 995. 
VP94 
vPIC BODY CLASS equals 128 
(Ambulance), or FINAL STAGE 
BODY CLASS equals 128 
RELATED FACTORS – DRIVER 
LEVEL should equal 094."
CRSS,2024,person.csv,AGE,candidate_feature,occupant_person,1045,"Appendix B: 2024 Consistency Checks 
B-324 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
(Ambulance), and PERSON TYPE is 
equal to 01, 
VP95 
vPIC BODY CLASS equals 130 (Fire 
Apparatus), or FINAL STAGE BODY 
CLASS equals 130 (Fire Apparatus), 
and PERSON TYPE is equal to 01, 
RELATED FACTORS – DRIVER 
LEVEL should equal 095. 
VP98 
vPIC BODY CLASS equals 128 
(Ambulance), or FINAL STAGE 
BODY CLASS equals 128 
(Ambulance), and PERSON TYPE is 
equal to 02, 03, or 09, 
RELATED FACTORS – PERSON 
(MV OCCUPANT) LEVEL should 
equal 092 or 094. 
VP99 
vPIC BODY CLASS equals 130 (Fire 
Apparatus), or FINAL STAGE BODY 
CLASS equals 130 (Fire Apparatus), 
and PERSON TYPE is equal to 02, 03, 
or 09, 
RELATED FACTORS – PERSON 
(MV OCCUPANT) LEVEL should 
equal 095. 
Person Type—FARS Only 
Error ID 
IF 
THEN 
7M1F 
PERSON TYPE equals 03, and 
SEATING POSITION is not equal to 
11 or 13, and INJURY SEVERITY 
does not equal 4, 
DRUG TEST STATUS must not equal 
8, and any DRUG SPECIMEN must 
not equal 96, and any DRUG 
TESTING METHOD must not equal 
96, and any DRUG TEST RESULT 
must not equal 9995, and any DRUG 
QUANTITY must not equal 96. 
D060 
NON-CDL LICENSE STATUS equals 
1-4, 6, or COMMERCIAL MOTOR 
VEHICLE LICENSE STATUS equals 
1-8, and PERSON TYPE equals 01, 
AGE should not be less than 015. 
D640 
AGE equals 014-017, and PERSON 
TYPE equals 01, 
NON-CDL LICENSE TYPE should 
equal 2, 7. 
D650 
AGE equals 018-120, and PERSON 
TYPE equals 01,  
NON-CDL LICENSE TYPE should 
equal 1. 
D733 
at least one RELATED FACTORS - 
DRIVER LEVEL equals 060 and 
PERSON TYPE equals 01, 
ALCOHOL TEST RESULT should 
equal 995 or at least one DRUG TEST 
RESULT should equal 9995."
CRSS,2024,person.csv,AGE,candidate_feature,occupant_person,1050,"Appendix B: 2024 Consistency Checks 
B-329 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
011 (Truck), 016 (Bus),  068 (Streetcar 
/ Trolley), 73 (Bus-School Bus), 066 
(Truck-Tractor), 095 (Cargo Van), 111 
(Step Van / Walk-in Van), 117 
(Limousine), 128 (Ambulance), 129 
(Street Sweeper), or 130 (Fire 
Apparatus), and POWER UNIT 
GVWR_from and GVWR_to equals 
13, 14, 15, 16, 17, or 18, and PERSON 
TYPE equals 01 or 03, and INJURY 
SEVERITY equals 4, 
P1A0 
AGE is less than 012, and INJURY 
SEVERITY equals 4, 
FATAL INJURY AT WORK should 
equal 0. 
P53P 
INJURY SEVERITY equals 0-3, 5, 6, 
DIED AT SCENE/EN ROUTE must 
equal 0. 
 
Seating Position 
Error ID 
IF 
THEN 
1Q0F 
PERSON TYPE equals 01, and vPIC 
BODY CLASS equals 006 
(Motorcycle - Standard), 012 
(Motorcycle - Scooter), 69 (Off-road 
Vehicle - All Terrain Vehicle (ATV) 
(Motorcycle-style)), 080 (Motorcycle - 
Sport), 081 (Motorcycle - 
Touring/Sport Touring), 082 
(Motorcycle - Cruiser), 083 
(Motorcycle - Three-Wheeled 
Motorcycle [2 Rear Wheels]), 084 
(Off-Road Vehicle - Dirt Bike/Off-
Road), 085 (Motorcycle - Dual 
Sport/Adventure/Supermoto/On/Off-
road), 086 (Off-Road Vehicle - Enduro 
(Off-road long-distance racing)), 087 
(Motorcycle - Small/Minibike), 090 
(Motorcycle - Side Car), 094 
(Motorcycle - Custom), 098 
(Motorcycle - Street), 104 (Moped), 
109 (Motorcycle - Cross Country), 110 
(Motorcycle - Underbone), 113 (Off-
road Vehicle - Motorcross (Off-road 
short distance, closed track racing)), 
SEATING POSITION must not equal 
12-56, 99."
