dataset,year,table,variable,role,family,manual_page,manual_text
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,597,"Transported to First Medical Facility By  
P20/NM22 
587 
2024 FARS/CRSS Coding and Validation Manual 
no other information is available to code the element (e.g., narrative, diagram, case 
materials). 
9 (Reported as Unknown) is used when it is reported as “unknown” whether this victim was 
taken (or went) to a hospital/treatment facility for treatment or not. 
For Consistency Checks see Understanding and Managing Consistency Checks and 
Transported to First Medical Facility By."
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,598,"Died at Scene/En Route—FARS Only  
P21/NM23 
588 
2024 FARS/CRSS Coding and Validation Manual 
P21/NM23. Died at Scene/En Route—FARS Only 
Format 
1 numeric 
SAS Name 
Person.DOA 
Element Values 
Codes 
Attributes 
0 
Not Applicable 
7 
Died at Scene 
8 
Died En Route 
9 
Unknown 
Definition 
This element identifies if this person died at the scene of the crash or en route to a hospital or 
treatment facility. 
Remarks 
0 (Not Applicable) is used for non-fatalities and victims dying at locations other than the scene 
or en route (hospital, at home, etc.). 
7 (Died at Scene) is used for victims who are dead at the scene of the crash. 
8 (Died En Route) is used for victims who die en route to a hospital or treatment facility by 
EMS or other transport. 
9 (Unknown) is used when you know the victim is a fatality, but you don’t know if they died at 
the scene, en route, or at another location (e.g., home). 
For Consistency Checks see Understanding and Managing Consistency Checks and Died at 
Scene/En Route—FARS Only."
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,660,"Transported to First Medical Facility By 
NM22/P20 
650 
2024 FARS/CRSS Coding and Validation Manual 
NM22/P20. Transported to First Medical Facility By 
Format 
1 numeric 
SAS Name 
Person.HOSPITAL 
Element Values 
Codes 
Attributes 
0 
Not Transported for Treatment 
1 
EMS Air 
5 
EMS Ground 
3 
EMS Unknown Mode 
2 
Law Enforcement 
4 
Transported Unknown Source 
6 
Other 
8 
Not Reported 
9 
Reported as Unknown 
Definition 
This element identifies the method of transportation this person was provided to receive 
treatment at the first hospital or medical facility. 
Remarks 
This element’s values and remarks are identical to the Person (MV Occupant) Level element 
TRANSPORTED TO FIRST MEDICAL FACILITY BY. Please see TRANSPORTED TO 
FIRST MEDICAL FACILITY BY for remarks. 
For Consistency Checks see Understanding and Managing Consistency Checks and 
Transported to First Medical Facility By."
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,661,"Died at Scene/En Route—FARS Only 
NM23/P21 
651 
2024 FARS/CRSS Coding and Validation Manual 
NM23/P21. Died at Scene/En Route—FARS Only 
Format 
1 numeric 
SAS Name 
Person.DOA 
Element Values 
Codes 
Attributes 
0 
Not Applicable 
7 
Died at Scene 
8 
Died En Route 
9 
Unknown 
Definition 
This element identifies if this person died at the scene of the crash or en route to a hospital or 
treatment facility. 
Remarks 
This element’s values and remarks are identical to the Person (MV Occupant) Level element 
DIED AT SCENE/EN ROUTE. Please see DIED AT SCENE/EN ROUTE for remarks. 
For Consistency Checks see Understanding and Managing Consistency Checks and Died at 
Scene / En Route—FARS Only."
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,675,"Death Certificate Number—FARS Only 
SP1 
665 
2024 FARS/CRSS Coding and Validation Manual 
If the fatal crash occurred in your State, but the death occurred in a hospital of another State, 
please attempt to obtain the death certificate from that State and code the city and State where 
the death occurred. 
If a person dies at the crash scene, code the appropriate city code or location code for the crash 
location. Code 0000 if the location is not within a city, and no geographical location code is 
available. 
If the location is not within a city, but a geographical location code is available, use the location 
code. 
If a person is transported by EMS and dies en route or at the hospital, use the city code for the 
hospital’s location. 
Code the exact sequence number as indicated on the death certificate. If the sequence number is 
less than six digits long (e.g., the sequence number is 12345 [five digits]) right-justify your 
coded number and zero-fill the first (and/or second digit) (e.g., 012345). 
Note that if you receive a copy of the death certificate from the medical examiner or coroner, it 
may not contain the sequence number. The sequence number needed is the one assigned by your 
State Vital Statistics or Vital Records Department, which is subsequently sent to the National 
Center for Health Statistics. In those instances, leave the sequence number blank until you are 
able to obtain it in a follow-up effort with your Vital Statistics Department. 
If the sequence number contains a letter in it (e.g., N12345), simply ignore the letter and code the 
numbers only (right justified) (e.g., 012345). 
If the death certificate number cannot be obtained, 9-fill this element. 
If the death certificate number can be obtained, but is not yet received, leave this element blank 
until the number is available. 
For Consistency Checks see Understanding and Managing Consistency Checks and Death 
Certificate Number—FARS Only."
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,717,"Appendix A: 2024 Coding Guides 
A-34 
2024 FARS/CRSS Coding and Validation Manual 
Injury Description 
Injury Notes 
Injury 
Severity 
Broke/broken bone 
Fractures  
A (3) 
Broken nose 
None 
A (3) 
Broken Tooth 
A fracture, but in MMUCC context is a minor injury. 
B (2) 
Brush burn 
Abrasion 
B (2) 
Bump (a defined area of 
swelling) 
Bruise/contusion 
B (2) 
Bumped 
Action (e.g., bumped my elbow) 
O (0) 
Burst 
Rupture (e.g., burst spleen or artery) 
A (3) 
Busted (skin) 
Laceration* (e.g., hit steering wheel and busted lip 
open) 
B* (2) 
Busted (body part) 
Fracture/dislocation (e.g., D1 was extricated from 
vehicle with a busted leg) 
A (3) 
Carpet burn/chaffed 
Abrasion 
B (2) 
Checked out 
Transported for evaluation with no injuries reported 
before transport or EMS check-out person on the scene, 
AND the coded field is filled None/No Injury or is 
blank. 
O (0) 
Chipped tooth 
A fracture, but in MMUCC context is a minor injury.  
B (2) 
Complaint of pain 
Symptom of possible injury 
C (1) 
Concussion 
Noted by EMS, hospital, officer, or crash report 
indicates concussion. No need to confirm degree of 
concussion.  
A (3) 
Self-reported or “possible” concussion reported (e.g., 
Driver 1 called to say she had a concussion) 
C (1) 
Condition is critical  
E.g., Driver 1 was transported in critical condition. 
A (3) 
Condition is fair, good, 
or stable 
AND the person’s injury severity is reported as not 
injured or the field is blank.  
O (0) 
 
Condition is 
undetermined 
AND the person’s injury severity is reported as Not 
Injured or the field is blank. 
U (9) 
Confusion 
Could be an indication of a possible head injury or a 
medical condition. If not clear, treat as an injury. 
C (1) 
Contusion 
Bruise 
B (2) 
Cracked (bone) 
Fracture 
A (3)"
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,721,"Appendix A: 2024 Coding Guides 
A-38 
2024 FARS/CRSS Coding and Validation Manual 
Injury Description 
Injury Notes 
Injury 
Severity 
Note: If internal organs are involved, then it is an A 
injury (e.g., plumbing pipe through windshield into 
chest). 
Swelling of an internal 
organ  
Result of unspecified injury (e.g., Dr. Smith stated D2 
was admitted to hospital with brain swelling) 
A (3) 
Swelling/swollen 
(visible area of skin or 
over a joint) 
Visible result of unspecified injury 
 
B (2) 
Tear/torn (skin) 
Laceration*, Avulsion*  
B* (2) 
Tenderness 
Symptom of injury 
C (1) 
Teeth/tooth  
Chipped, broken, knocked out, loose, etc. 
B (2) 
Transported trauma alert And the person's Injury Severity field is blank or Not 
Injured  
ISU (5) 
Treated at scene  
And the PCR injury field is coded Not Injured 
or is blank 
O (0) 
And the crash report indicates injury without detail 
ISU (5) 
Turned/twisted joint 
Sprain (e.g., I twisted my ankle on the brake pedal) 
B (2) 
Unconscious 
Momentarily—If the person is stating to the officer at 
the scene, then it is a C injury. (See next page) 
C (1) 
Prolonged. Use when the person is still unconscious 
(knocked out) when departing the scene, or it’s 
unknown if they remained unconscious when 
departing the scene.  
A (3) 
If known to be solely associated with drugs/alcohol, 
then it’s not an injury. If the reason for the 
unconsciousness is unclear, then treat as an injury. 
O (0) 
Weakness 
Symptom of injury 
C (1) 
Welt 
Visible result of an unspecified injury 
B (2) 
Whiplash   
Strain 
C (1) 
Wind knocked out of 
them 
None 
O (0) 
Wrenched 
Strain (e.g., I wrenched my neck) 
C (1)"
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,775,"Appendix B: 2024 Consistency Checks 
B-54 
2024 FARS/CRSS Coding and Validation Manual 
Notification Time EMS—FARS Only 
Error ID 
IF 
THEN 
A070 
NOTIFICATION TIME EMS is not 
8888, 9998, or 9999, 
NOTIFICATION TIME EMS should 
not be more than 120 minutes later 
than CRASH TIME. 
A540 
NOTIFICATION TIME EMS is not 
8888, 9998, or 9999, and ARRIVAL 
TIME EMS is not 8888, 9997, 9998, 
9999, 
ARRIVAL TIME EMS should not be 
more than 120 minutes later than 
NOTIFICATION TIME EMS. 
A560 
NOTIFICATION TIME EMS is not 
8888, 9998, or 9999, and EMS TIME 
AT HOSPITAL is not 8888, 9996, 
9997, 9998, 9999, 
EMS TIME AT HOSPITAL should 
not be more than 180 minutes later 
than NOTIFICATION TIME EMS. 
E01P 
NOTIFICATION TIME EMS equals 
9998, 
ARRIVAL TIME EMS must equal 
9998, and EMS TIME AT HOSPITAL 
must equal 8888 or 9998. 
E03P 
ARRIVAL TIME EMS equals 8888, 
NOTIFICATION TIME EMS and 
EMS TIME AT HOSPITAL must 
equal 8888. 
E04P 
NOTIFICATION TIME EMS equals 
8888, 
ARRIVAL TIME EMS and EMS 
TIME AT HOSPITAL must equal 
8888. 
E07P 
ARRIVAL TIME EMS equals 9997, 
NOTIFICATION TIME EMS must 
not equal 8888, 9998. 
E08P 
NOTIFICATION TIME EMS is not 
8888, 9998, and EMS TIME AT 
HOSPITAL is not 8888, 9996, 9997, 
9998, 
ARRIVAL TIME EMS must not equal 
9997 or 9998. 
E09P 
ARRIVAL TIME EMS equals 0000-
2359, CRASH TIME-hour equals 
ARRIVAL TIME EMS-hour, and 
ARRIVAL TIME EMS-minute is 
greater than CRASH TIME-minute;  
NOTIFICATION TIME EMS-hour 
should not equal 99. 
P093 
all people TRANSPORTED TO 
FIRST MEDICAL FACILITY BY are 
coded 2 or 6 (nobody is transported by 
EMS),  
NOTIFICATION TIME EMS, 
ARRIVAL TIME EMS, and EMS 
TIME AT HOSPITAL must equal 
8888. 
U750 
UNLIKELY: If EMS TIME AT 
HOSPITAL equals 8888, then 
--"
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,776,"Appendix B: 2024 Consistency Checks 
B-55 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
NOTIFICATION TIME EMS is 
unlikely to equal 8888.  
Arrival Time EMS—FARS Only 
Error ID 
IF 
THEN 
A540 
NOTIFICATION TIME EMS is not 
8888, 9998, or 9999, and ARRIVAL 
TIME EMS is not 8888, 9997, 9998, 
9999, 
ARRIVAL TIME EMS should not be 
more than 120 minutes later than 
NOTIFICATION TIME EMS. 
A550 
ARRIVAL TIME EMS is not 8888, 
9997, 9998, or 9999, and EMS TIME 
AT HOSPITAL is not 8888, 9996, 
9997, 9998, 9999, 
EMS TIME AT HOSPITAL should 
not be more than 60 minutes later than 
ARRIVAL TIME EMS. 
E01P 
NOTIFICATION TIME EMS equals 
9998, 
ARRIVAL TIME EMS must equal 
9998, and EMS TIME AT HOSPITAL 
must equal 8888 or 9998. 
E02P 
ARRIVAL TIME EMS equals 9998, 
EMS TIME AT HOSPITAL must 
equal 8888 or 9998. 
E03P 
ARRIVAL TIME EMS equals 8888, 
NOTIFICATION TIME EMS and 
EMS TIME AT HOSPITAL must 
equal 8888. 
E04P 
NOTIFICATION TIME EMS equals 
8888, 
ARRIVAL TIME EMS and EMS 
TIME AT HOSPITAL must equal 
8888. 
E05P 
EMS TIME AT HOSPITAL equals 
9997, 
ARRIVAL TIME EMS must equal 
9997. 
E06P 
ARRIVAL TIME EMS equals 9997, 
EMS TIME AT HOSPITAL must 
equal 9997. 
E07P 
ARRIVAL TIME EMS equals 9997, 
NOTIFICATION TIME EMS must 
not equal 8888, 9998. 
E08P 
NOTIFICATION TIME EMS is not 
8888, 9998, and EMS TIME AT 
HOSPITAL is not 8888, 9996, 9997, 
9998, 
ARRIVAL TIME EMS must not equal 
9997 or 9998. 
E09P 
ARRIVAL TIME EMS equals 0000-
2359, CRASH TIME-hour equals 
ARRIVAL TIME EMS-hour, and 
NOTIFICATION TIME EMS-hour 
should not equal 99."
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,777,"Appendix B: 2024 Consistency Checks 
B-56 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
ARRIVAL TIME EMS-minute is 
greater than CRASH TIME-minute;  
P093 
all people TRANSPORTED TO 
FIRST MEDICAL FACILITY BY are 
coded 2 or 6 (nobody is transported by 
EMS), 
NOTIFICATION TIME EMS, 
ARRIVAL TIME EMS, and EMS 
TIME AT HOSPITAL must equal 
8888. 
U760 
UNLIKELY: If EMS TIME AT 
HOSPITAL equals 8888, then 
ARRIVAL TIME is unlikely to equal 
8888. 
-- 
EMS Time at Hospital—FARS Only 
Error ID 
IF 
THEN 
A550 
ARRIVAL TIME EMS is not 8888, 
9997, 9998, or 9999, and EMS TIME 
AT HOSPITAL is not 8888, 9996, 
9997, 9998, 9999, 
EMS TIME AT HOSPITAL should 
not be more than 60 minutes later than 
ARRIVAL TIME EMS. 
A551 
EMS TIME AT HOSPITAL equals 
8888, 9997, 9998, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY should not 
equal 1, 3, 5 for any person. 
A560 
NOTIFICATION TIME EMS is not 
8888, 9998, or 9999, and EMS TIME 
AT HOSPITAL is not 8888, 9996, 
9997, 9998, 9999, 
EMS TIME AT HOSPITAL should 
not be more than 180 minutes later 
than NOTIFICATION TIME EMS. 
E01P 
NOTIFICATION TIME EMS equals 
9998, 
ARRIVAL TIME EMS must equal 
9998, and EMS TIME AT HOSPITAL 
must equal 8888 or 9998. 
E02P 
ARRIVAL TIME EMS equals 9998, 
EMS TIME AT HOSPITAL must 
equal 8888 or 9998. 
E03P 
ARRIVAL TIME EMS equals 8888, 
NOTIFICATION TIME EMS and 
EMS TIME AT HOSPITAL must 
equal 8888. 
E04P 
NOTIFICATION TIME EMS equals 
8888, 
ARRIVAL TIME EMS and EMS 
TIME AT HOSPITAL must equal 
8888. 
E05P 
EMS TIME AT HOSPITAL equals 
9997, 
ARRIVAL TIME EMS must equal 
9997."
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,778,"Appendix B: 2024 Consistency Checks 
B-57 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
E06P 
ARRIVAL TIME EMS equals 9997, 
EMS TIME AT HOSPITAL must 
equal 9997. 
E08P 
NOTIFICATION TIME EMS is not 
8888, 9998, and EMS TIME AT 
HOSPITAL is not 8888, 9996, 9997, 
9998, 
ARRIVAL TIME EMS must not equal 
9997 or 9998. 
P091 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY equals 1, 
3, 5, 
EMS TIME AT HOSPITAL should 
not equal 8888, 9997, 9998. 
P093 
all people TRANSPORTED TO 
FIRST MEDICAL FACILITY BY are 
coded 2 or 6 (nobody is transported by 
EMS), 
NOTIFICATION TIME EMS, 
ARRIVAL TIME EMS, and EMS 
TIME AT HOSPITAL must equal 
8888. 
P095 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY equals 0 
for every person in the case, 
EMS TIME AT HOSPITAL must 
equal 8888 or 9997. 
P510 
EMS TIME AT HOSPITAL equals 
8888, 9997, 9998, 
DIED AT SCENE/EN ROUTE should 
not equal 8 for any PERSON. 
P530 
EMS TIME AT HOSPITAL equals 
9996, 
DIED AT SCENE/EN ROUTE must 
equal 8 for at least one person. 
P54P 
DIED AT SCENE/EN ROUTE equals 
8, 
EMS TIME AT HOSPITAL should 
not equal 8888, 9997, 9998. 
U750 
UNLIKELY: If EMS TIME AT 
HOSPITAL equals 8888, then 
NOTIFICATION TIME EMS is 
unlikely to equal 8888.  
-- 
U760 
UNLIKELY: If EMS TIME AT 
HOSPITAL equals 8888, then 
ARRIVAL TIME is unlikely to equal 
8888. 
-- 
 
Related Factors—Crash Level 
Error ID 
IF 
THEN 
1A0P 
RELATED FACTORS-CRASH 
LEVEL equals 014, 
NUMBER OF VEHICLE FORMS 
SUBMITTED must be greater than 
001."
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,1073,"Appendix B: 2024 Consistency Checks 
B-352 
2024 FARS/CRSS Coding and Validation Manual 
Transported to First Medical Facility by—FARS Only 
Error ID 
IF 
THEN 
A551 
EMS TIME AT HOSPITAL equals 
8888, 9997, 9998, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY should not 
equal 1, 3, 5 for any person. 
P091 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY equals 1, 
3, 5, 
EMS TIME AT HOSPITAL should 
not equal 8888, 9997, 9998. 
P093 
all people TRANSPORTED TO 
FIRST MEDICAL FACILITY BY are 
coded 2 or 6 (nobody is transported by 
EMS), 
NOTIFICATION TIME EMS, 
ARRIVAL TIME EMS, and EMS 
TIME AT HOSPITAL must equal 
8888. 
P095 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY equals 0 
for every person in the case, 
EMS TIME AT HOSPITAL must 
equal 8888 or 9997. 
P50P 
DIED AT SCENE/EN ROUTE equals 
7, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY must equal 
0. 
P51P 
DIED AT SCENE/EN ROUTE equals 
8, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY must equal 
1-6. 
P520 
CRASH DATE and DEATH DATE 
are the same, and CRASH TIME and 
DEATH TIME are the same, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY should 
equal 0 and DIED AT SCENE/EN 
ROUTE should equal 7. 
P52P 
DIED AT SCENE/EN ROUTE equals 
9, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY must equal 
8 or 9. 
P55P 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY equals 9, 
DIED AT SCENE/EN ROUTE must 
equal 0, 9. 
Died at Scene/En Route—FARS Only 
Error ID 
IF 
THEN 
1R1P 
If DIED AT SCENE/EN ROUTE 
equals 7, 8, 
INJURY SEVERITY must equal 4. 
P077 
INJURY SEVERITY equals 4, and 
DIED AT SCENE/EN ROUTE equals 
7 or 8, 
ALCOHOL TEST Subfield 2 - Test 
Type should not equal 02, 10, or 11."
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,1074,"Appendix B: 2024 Consistency Checks 
B-353 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
P50P 
DIED AT SCENE/EN ROUTE equals 
7, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY must equal 
0. 
P510 
EMS TIME AT HOSPITAL equals 
8888, 9997, 9998, 
DIED AT SCENE/EN ROUTE should 
not equal 8 for any PERSON. 
P51P 
DIED AT SCENE/EN ROUTE equals 
8, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY must equal 
1-6. 
P520 
CRASH DATE and DEATH DATE 
are the same, and CRASH TIME and 
DEATH TIME are the same, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY should 
equal 0 and DIED AT SCENE/EN 
ROUTE should equal 7. 
P52P 
DIED AT SCENE/EN ROUTE equals 
9, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY must equal 
8 or 9. 
P530 
EMS TIME AT HOSPITAL equals 
9996, 
DIED AT SCENE/EN ROUTE must 
equal 8 for at least one person. 
P53P 
INJURY SEVERITY equals 0-3, 5, 6, 
DIED AT SCENE/EN ROUTE must 
equal 0. 
P54P 
DIED AT SCENE/EN ROUTE equals 
8, 
EMS TIME AT HOSPITAL should 
not equal 8888, 9997, 9998. 
P55P 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY equals 9, 
DIED AT SCENE/EN ROUTE must 
equal 0, 9. 
P56P 
DIED AT SCENE/EN ROUTE equals 
7, 
DEATH TIME should be within 30 
minutes of the CRASH TIME. 
Death Date—FARS Only 
Error ID 
IF 
THEN 
1U1F 
INJURY SEVERITY equals 4, 
DEATH DATE must not equal 
88888888. 
1V0P 
DEATH MONTH or DAY equals 88, 
or DEATH YEAR equals 8888, 
all must equal 8s. 
2U1F 
INJURY SEVERITY is not equal to 4, 
DEATH DATE must equal 88888888. 
2V0P 
DEATH DAY is 01-31, and DEATH 
MONTH is 01-12, 
DEATH DAY must be a valid day for 
DEATH MONTH."
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,1128,"Appendix B: 2024 Consistency Checks 
B-407 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
IF 
THEN 
V882 
HIT-AND-RUN equals 1, and 
PERSON TYPE equals 01, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY should 
equal 0 for this person. 
Transported to First Medical Facility By—FARS Only 
Error ID 
IF 
THEN 
A551 
EMS TIME AT HOSPITAL equals 
8888, 9997, 9998, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY should not 
equal 1, 3, 5 for any person. 
P091 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY equals 1, 
3, 5, 
EMS TIME AT HOSPITAL should 
not equal 8888, 9997, 9998. 
P093 
all people TRANSPORTED TO 
FIRST MEDICAL FACILITY BY are 
coded 2 or 6 (nobody is transported by 
EMS), 
NOTIFICATION TIME EMS, 
ARRIVAL TIME EMS, and EMS 
TIME AT HOSPITAL must equal 
8888. 
P095 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY equals 0 
for every person in the case, 
EMS TIME AT HOSPITAL must 
equal 8888 or 9997. 
P520 
CRASH DATE and DEATH DATE 
are the same, and CRASH TIME AND 
DEATH TIME are the same, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY should 
equal 0 and DIED AT SCENE/EN 
ROUTE should equal 7. 
P50P 
DIED AT SCENE/EN ROUTE equals 
7, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY must equal 
0. 
P51P 
DIED AT SCENE/EN ROUTE equals 
8, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY must equal 
1-6. 
P52P 
DIED AT SCENE/EN ROUTE equals 
9, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY must equal 
8 or 9. 
P55P 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY equals 9, 
DIED AT SCENE/EN ROUTE must 
equal 0, 9."
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,1129,"Appendix B: 2024 Consistency Checks 
B-408 
2024 FARS/CRSS Coding and Validation Manual 
Died at Scene / En Route—FARS Only 
Error ID 
IF 
THEN 
1R1P 
If DIED AT SCENE/EN ROUTE 
equals 7, 8, 
INJURY SEVERITY must equal 4. 
P50P 
DIED AT SCENE/EN ROUTE equals 
7, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY must equal 
0. 
P510 
EMS TIME AT HOSPITAL equals 
8888, 9997, 9998, 
DIED AT SCENE/EN ROUTE should 
not equal 8 for any PERSON. 
P51P 
DIED AT SCENE/EN ROUTE equals 
8, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY must equal 
1-6. 
P520 
CRASH DATE and DEATH DATE 
are the same, and CRASH TIME AND 
DEATH TIME are the same, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY should 
equal 0 and DIED AT SCENE/EN 
ROUTE should equal 7. 
P52P 
DIED AT SCENE/EN ROUTE equals 
9, 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY must equal 
8 or 9. 
P530 
EMS TIME AT HOSPITAL equals 
9996, 
DIED AT SCENE/EN ROUTE must 
equal 8 for at least one person. 
P53P 
INJURY SEVERITY equals 0-3, 5, 6, 
DIED AT SCENE/EN ROUTE must 
equal 0. 
P54P 
DIED AT SCENE/EN ROUTE equals 
8, 
EMS TIME AT HOSPITAL should 
not equal 8888, 9997, 9998. 
P55P 
TRANSPORTED TO FIRST 
MEDICAL FACILITY BY equals 9, 
DIED AT SCENE/EN ROUTE must 
equal 0, 9. 
P56P 
DIED AT SCENE/EN ROUTE equals 
7, 
DEATH TIME should be within 30 
minutes of the CRASH TIME. 
Death Date—FARS Only 
Error ID 
IF 
THEN 
1U1F 
INJURY SEVERITY equals 4, 
DEATH DATE must not equal 
88888888. 
1V0P 
DEATH MONTH or DAY equals 88, 
or DEATH YEAR equals 8888, 
all must equal 8s. 
2U1F 
INJURY SEVERITY is not equal to 4, 
DEATH DATE must equal 88888888."
CRSS,2024,person.csv,HOSPITAL,candidate_feature,occupant_person,1188,"Appendix B: 2024 Consistency Checks 
B-467 
2024 FARS/CRSS Coding and Validation Manual 
Error ID 
Error Message 
A520 
If SEQUENCE OF EVENTS equals 10, then TRAFFIC CONTROL DEVICE 
should not equal 01-09, 20-29, 40-50, 98. 
A521 
If any SEQUENCE OF EVENTS equals 46, then SPEED LIMIT should equal 
05-55, 98, or 99 for this vehicle. 
A540 
If NOTIFICATION TIME EMS is not 8888, 9998, or 9999, and ARRIVAL 
TIME EMS is not 8888, 9997, 9998, 9999, then ARRIVAL TIME EMS should 
not be more than 120 minutes later than NOTIFICATION TIME EMS. 
A550 
If ARRIVAL TIME EMS is not 8888, 9997, 9998, or 9999, and EMS TIME AT 
HOSPITAL is not 8888, 9996, 9997, 9998, 9999, then EMS TIME AT 
HOSPITAL should not be more than 60 minutes later than ARRIVAL TIME 
EMS.  
A551 
If EMS TIME AT HOSPITAL equals 8888, 9997, 9998, then TRANSPORTED 
TO FIRST MEDICAL FACILITY BY should not equal 1, 3, 5 for any person. 
A560 
If NOTIFICATION TIME EMS is not 8888, 9998, or 9999, and EMS TIME AT 
HOSPITAL is not 8888, 9996, 9997, 9998, 9999, then EMS TIME AT 
HOSPITAL should not be more than 180 minutes later than NOTIFICATION 
TIME EMS. 
A60F 
If FIRST HARMFUL EVENT equals 14, then CRASH TYPE should equal 01-
11, 14, 15, 92, 98, 99. 
A610 
If RELATION TO TRAFFICWAY equals 01, and RELATION TO JUNCTION 
(b) equals 05, then TRAFFICWAY DESCRIPTION should equal 6 for at least 
one vehicle involved in the FIRST HARMFUL EVENT. 
A611 
If TRAFFICWAY DESCRIPTION equals 6 for at least one vehicle involved in 
the FIRST HARMFUL EVENT, then RELATION TO JUNCTION (b) should 
equal 02, 03, 05, 17-20. 
A612 
If PERSON TYPE equals 04, and VEHICLE NUMBER OF MOTOR 
VEHICLE STRIKING NON-MOTORIST equals___, then at least one 
SEQUENCE OF EVENTS must equal 10, 49, or 74 for that vehicle number in 
the CRASH EVENTS table. 
A613 
If PERSON TYPE equals 05, and VEHICLE NUMBER OF MOTOR 
VEHICLE STRIKING NON-MOTORIST equals___, then at least one 
SEQUENCE OF EVENTS must equal 08 for that vehicle number in the 
CRASH EVENTS table. 
A614 
If PERSON TYPE equals 06, and VEHICLE NUMBER OF MOTOR 
VEHICLE STRIKING NON-MOTORIST equals___, then at least one 
SEQUENCE OF EVENTS must equal 09 for that vehicle number in the 
CRASH EVENTS table. 
A615 
If PERSON TYPE equals 07, and VEHICLE NUMBER OF MOTOR 
VEHICLE STRIKING NON-MOTORIST equals___, then at least one"
