scenario_id,metric,value
C10_MULTI_DOMAIN_ATTACK,prediction_end_to_end_p99_ms,2.230202000200735
C10_MULTI_DOMAIN_ATTACK,prediction_end_to_end_min_ms,0.8724000003894616
C10_MULTI_DOMAIN_ATTACK,prediction_end_to_end_max_ms,2.4113999998007785
C10_MULTI_DOMAIN_ATTACK,prediction_end_to_end_std_ms,0.3088112970176744
C10_MULTI_DOMAIN_ATTACK,y3_mean,0.31444672619303066
C10_MULTI_DOMAIN_ATTACK,y6_mean,0.9527447854479154
C10_MULTI_DOMAIN_ATTACK,cpu_only,True
C10_MULTI_DOMAIN_ATTACK,laboratory_only,True
C10_MULTI_DOMAIN_ATTACK,direct_actuation,False
C10_MULTI_DOMAIN_ATTACK,model_retraining,False
S00_NORMAL_BASELINE,records,9000
S00_NORMAL_BASELINE,timesteps,600
S00_NORMAL_BASELINE,windows,589
S00_NORMAL_BASELINE,measured_windows,120
S00_NORMAL_BASELINE,feature_build_mean_ms,31541.39113333319
S00_NORMAL_BASELINE,feature_build_median_ms,31750.140799999826
S00_NORMAL_BASELINE,feature_build_p95_ms,32053.282399999807
S00_NORMAL_BASELINE,feature_build_p99_ms,32080.228319999806
S00_NORMAL_BASELINE,window_build_mean_ms,0.9832999999161984
S00_NORMAL_BASELINE,window_build_median_ms,1.0121000000253844
S00_NORMAL_BASELINE,window_build_p95_ms,1.0312699998848984
S00_NORMAL_BASELINE,window_build_p99_ms,1.0329739998724108
S00_NORMAL_BASELINE,feature_window_mean_ms,31542.3744333331
S00_NORMAL_BASELINE,feature_window_p95_ms,32054.197569999676
S00_NORMAL_BASELINE,feature_window_p99_ms,32081.13487399966
S00_NORMAL_BASELINE,transformer_mean_ms,2.9249916666647855
S00_NORMAL_BASELINE,transformer_median_ms,2.7311500000450906
S00_NORMAL_BASELINE,transformer_p95_ms,3.643235000254208
S00_NORMAL_BASELINE,transformer_p99_ms,3.7222319998681996
S00_NORMAL_BASELINE,prediction_end_to_end_mean_ms,3.012374999991607
S00_NORMAL_BASELINE,prediction_end_to_end_median_ms,2.818749999960346
S00_NORMAL_BASELINE,prediction_end_to_end_p95_ms,3.7331850002374267
S00_NORMAL_BASELINE,prediction_end_to_end_p99_ms,3.8099419998161466
S00_NORMAL_BASELINE,prediction_end_to_end_min_ms,2.377400000113994
S00_NORMAL_BASELINE,prediction_end_to_end_max_ms,4.250700000284269
S00_NORMAL_BASELINE,prediction_end_to_end_std_ms,0.4472730158580173
S00_NORMAL_BASELINE,y3_mean,0.31444672619303066
S00_NORMAL_BASELINE,y6_mean,0.9527447854479154
S00_NORMAL_BASELINE,cpu_only,True
S00_NORMAL_BASELINE,laboratory_only,True
S00_NORMAL_BASELINE,direct_actuation,False
S00_NORMAL_BASELINE,model_retraining,False
